类别,伽马GR/API,钍TH/ppm,铀U/ppm,钾K/%,光电吸收截面指数Pe/bam*e-1,中子CNL/%,密度DEN/cm3
流纹质,166.3,13.1274,6.3099,4.0378,2.915,12.2388,2.642967
流纹质,135.851,13.6272,1.8301,4.4299,2.7446,5.7519,2.352958
流纹质,156.854,19.2339,1.9362,5.7502,3.1238,6.3859,2.324111
流纹质,191.365,13.897,1.3634,4.1547,2.7245,7.6603,2.269534
流纹质,135.707,25.9717,1.9035,5.8139,2.8705,11.2067,2.219816
流纹质,192.345,22.7155,4.1125,5.4489,3.2151,11.4324,2.619463
流纹质,171.031,10.2154,1.3725,4.0365,3.084,7.2815,2.203232
流纹质,121.846,16.2117,6.9884,5.0383,3.0564,10.7568,2.553938
流纹质,165.354,19.6749,7.5867,4.393,3.3884,7.3408,2.279255
流纹质,212.708,8.9523,5.3849,4.7338,2.7794,11.5822,2.327415
流纹质,113.255,21.8769,0.8951,5.6278,3.0573,12.8559,2.550402
流纹质,268.431,10.7031,3.8317,6.2615,3.3787,8.7229,2.502891
流纹质,260.339,19.7922,5.5767,4.9181,2.9479,8.1672,2.658399
流纹质,224.337,24.1273,7.7428,4.9594,2.762,7.0111,2.397576
流纹质,221.065,14.6409,4.5555,6.1701,3.2249,13.0821,2.565154
流纹质,136.42,17.3827,3.8895,4.9693,2.9082,9.4619,2.29393
流纹质,201.875,24.1872,5.1488,5.5453,2.8695,13.359,2.232563
流纹质,250.103,8.836,4.2537,4.8588,2.9541,14.6345,2.487801
流纹质,139.724,16.9513,6.9479,5.7819,2.9564,5.7415,2.423512
流纹质,189.684,19.4431,5.7062,5.4002,3.3313,13.3701,2.33034
流纹质,119.789,20.3293,1.4405,4.168,2.9045,6.0654,2.611711
流纹质,252.942,10.6845,6.6372,5.826,2.7821,6.3004,2.504576
流纹质,175.743,15.4239,2.3284,4.2367,3.1003,14.6328,2.342148
流纹质,138.192,23.9539,6.2145,4.8823,3.3773,13.1725,2.238661
流纹质,174.139,8.9891,4.4591,5.3656,3.1247,7.4817,2.339203
流纹质,152.878,18.2286,5.1156,5.5757,2.9139,12.5796,2.590471
流纹质,134.968,11.9737,1.8662,4.3981,2.9832,5.5317,2.176366
流纹质,188.799,25.0618,4.2942,5.5609,3.1687,10.2757,2.342285
流纹质,266.423,25.8282,1.49,6.1342,3.3068,5.0232,2.587191
流纹质,272.622,16.8935,4.8998,5.4843,3.2642,12.1659,2.522741
流纹质,264.411,18.3246,7.7739,6.1229,3.1486,9.5433,2.21585
流纹质,145.416,19.8874,6.2645,6.1344,2.9977,10.673,2.379041
流纹质,113.808,12.8004,4.4174,4.2269,3.3236,11.7536,2.459625
流纹质,108.373,22.6519,0.8418,5.2456,3.1042,11.088,2.313575
流纹质,256.504,14.9515,6.4109,6.4655,3.3937,9.6779,2.634053
流纹质,259.248,15.8431,5.1428,5.1598,2.9805,6.3843,2.669887
流纹质,253.456,15.8918,7.0943,5.2411,3.3992,12.304,2.166738
流纹质,212.352,17.7659,4.0678,4.3992,2.7375,9.9733,2.296801
流纹质,169.105,12.7651,4.9573,5.9998,2.8541,14.6038,2.426504
流纹质,125.577,20.9437,2.0919,5.5216,2.7418,7.461,2.62033
流纹质,146.353,22.4993,7.4692,5.916,3.1994,10.3508,2.440757
流纹质,181.029,24.6833,0.8107,6.2421,3.131,7.3343,2.39717
流纹质,136.722,16.0121,3.8166,5.6022,2.9778,6.7482,2.576287
流纹质,267.593,9.7088,6.8313,4.8725,2.7313,11.26,2.427659
流纹质,132.252,15.8873,6.1204,5.7359,3.1766,9.2507,2.226212
流纹质,172.421,12.057,1.6611,5.901,3.1864,11.9151,2.480575
流纹质,270.894,11.9071,1.0185,6.4163,3.345,8.3093,2.427608
流纹质,257.896,10.4393,2.8462,5.99,3.0354,12.0618,2.184522
流纹质,156.186,23.7926,4.2392,5.312,3.1143,8.2854,2.670096
流纹质,190.257,8.1011,1.1651,4.9625,3.1711,14.9912,2.56213
流纹质,119.779,20.7884,7.1679,5.3031,3.0494,7.43,2.378087
流纹质,258.127,16.7536,2.0922,4.9911,2.8317,14.2673,2.471335
流纹质,166.696,11.0566,4.3789,5.1284,3.288,13.6526,2.169811
流纹质,189.997,25.5229,6.8221,4.1513,3.3436,11.8726,2.308002
流纹质,110.901,20.9185,6.1815,4.6638,3.224,9.0027,2.666668
流纹质,123.653,21.9996,2.4721,6.1646,2.7838,7.3582,2.206323
流纹质,214.904,22.1839,1.5045,5.3907,2.8423,9.359,2.158535
流纹质,265.348,21.1498,6.4992,4.1472,2.7035,5.7911,2.288329
流纹质,181.596,24.5264,5.7185,6.2729,2.7056,9.5676,2.500331
流纹质,247.484,16.6763,1.6138,6.0679,3.0417,5.6496,2.348741
流纹质,153.522,10.1639,6.7969,5.9329,2.9866,9.0161,2.278356
流纹质,166.066,19.6102,3.8234,5.0042,3.0338,11.8932,2.302198
流纹质,151.518,12.6341,1.4578,5.9276,2.9455,7.1757,2.595687
流纹质,141.656,10.4339,6.0355,5.2775,2.8985,7.8964,2.479428
流纹质,257.615,18.2752,5.0267,4.8819,3.3573,7.7265,2.269175
流纹质,118.649,23.261,4.3623,4.0255,3.3218,13.2392,2.663789
流纹质,178.526,18.435,4.0207,5.3913,3.1848,10.5112,2.152222
流纹质,279.244,23.016,1.6896,6.0022,3.3898,5.892,2.366369
流纹质,144.037,23.1989,4.5398,6.1065,3.2907,14.3511,2.202138
流纹质,187.194,22.3153,5.8139,4.3842,3.0177,13.6442,2.159214
流纹质,143.973,11.528,1.1882,5.2525,2.9102,8.6619,2.188971
流纹质,246.077,21.1419,5.5395,5.0477,2.7538,13.0579,2.518266
流纹质,177.786,25.0301,0.9321,4.3078,3.034,14.926,2.422251
流纹质,211.716,20.2149,1.2862,5.7027,2.7125,13.7734,2.433522
流纹质,217.814,9.2679,5.7436,4.3519,3.3818,12.5495,2.266467
流纹质,116.896,22.1747,6.1039,5.6173,3.2278,13.0142,2.577819
流纹质,239.744,10.8736,0.8198,5.8786,2.7201,9.1025,2.43542
流纹质,118.882,21.6603,7.3056,5.0462,3.1007,12.447,2.348638
流纹质,215.355,20.3316,7.9157,4.3656,3.1857,11.2963,2.586836
流纹质,232.138,13.9724,1.8606,4.816,3.0326,5.4148,2.659389
流纹质,147.163,17.5633,2.0394,6.1096,2.99,8.539,2.194121
流纹质,256.871,25.9743,5.8283,6.36,2.9461,11.8428,2.41167
流纹质,115.274,14.85,7.4243,5.4307,3.3924,10.9453,2.261584
流纹质,121.0,8.8095,3.4308,4.1597,3.2477,8.1666,2.278209
流纹质,137.848,15.6058,5.8037,5.9576,3.1428,13.776,2.67141
流纹质,188.7,8.2123,2.7483,4.3916,2.862,9.4205,2.508501
流纹质,151.528,22.8262,7.7067,4.1938,3.0246,13.9785,2.58662
流纹质,277.755,9.4861,5.0036,4.3743,2.8854,12.5708,2.208213
流纹质,119.443,15.6313,6.9056,4.6399,2.7685,5.547,2.304221
流纹质,164.588,12.3229,5.4256,6.0887,3.2664,8.9223,2.510016
流纹质,205.055,12.3412,3.0829,4.9898,2.9869,8.7376,2.584242
流纹质,237.991,9.469,2.0662,6.3064,3.0876,7.1152,2.647994
流纹质,243.361,13.4017,7.0108,4.7753,2.9933,7.5527,2.355921
流纹质,130.877,21.9743,4.0553,4.2674,2.7717,14.1431,2.525787
流纹质,122.286,21.299,4.9073,5.8602,2.7357,13.0383,2.155101
流纹质,258.557,24.6743,5.3428,5.428,3.2305,10.2546,2.168479
流纹质,269.094,25.2643,2.3507,5.2674,3.2845,5.3885,2.161073
流纹质,133.968,22.276,1.4859,4.0273,2.8509,11.3629,2.44207
流纹质,231.946,12.7398,5.8836,4.5518,2.9132,14.1753,2.462984
流纹质,173.956,15.7319,5.9279,4.5747,3.215,7.0243,2.292221
流纹质,117.404,22.7494,5.8637,5.5407,3.3937,10.82,2.267915
流纹质,201.464,17.7705,1.3713,5.7226,2.8091,11.0781,2.399095
流纹质,249.359,16.5331,2.4488,4.8316,3.1102,11.0538,2.627464
流纹质,166.464,10.7083,3.5871,4.8394,2.9891,12.7957,2.480487
流纹质,271.518,16.3288,6.559,5.9964,2.9788,9.2902,2.252906
流纹质,236.464,9.1677,6.4524,4.1943,3.0857,12.2312,2.640247
流纹质,148.516,9.2718,1.2228,4.2768,3.1688,8.8932,2.620195
流纹质,222.949,24.7442,7.7393,6.0651,3.2055,13.6034,2.240427
流纹质,150.848,15.114,5.9193,6.0047,3.2108,5.6284,2.319709
流纹质,257.733,15.299,5.235,4.599,3.3245,8.927,2.214999
流纹质,201.869,24.0335,4.1627,4.9593,2.8721,5.1278,2.437151
流纹质,251.134,20.6703,3.7293,4.5031,3.284,5.1292,2.477132
流纹质,207.749,10.2921,1.4331,4.0916,3.2746,6.4611,2.505496
流纹质,252.901,14.43,7.3349,4.108,3.0622,10.2369,2.668276
流纹质,106.133,12.3077,2.3742,4.6313,2.8999,5.2518,2.224372
流纹质,257.196,25.0233,3.2929,6.2398,2.8718,14.4578,2.258608
流纹质,108.188,14.2751,4.4192,4.8508,3.2166,6.9534,2.34872
流纹质,222.025,12.7358,5.9921,6.251,3.1757,5.1625,2.665929
流纹质,188.922,8.1894,6.8245,6.0255,3.1528,5.8324,2.467971
流纹质,123.957,22.4253,5.8789,4.7421,3.0089,11.2101,2.428344
流纹质,168.458,14.6173,5.1331,6.0803,2.7341,14.295,2.188477
流纹质,116.848,11.1923,1.1467,4.2709,2.8428,10.1972,2.278788
流纹质,196.599,23.5827,6.2551,4.657,3.3215,6.2387,2.297189
流纹质,157.214,12.8094,5.9431,6.1957,2.9612,13.8003,2.211816
流纹质,249.619,22.9548,6.0409,5.2943,2.7675,7.0442,2.45515
流纹质,203.217,15.432,2.2719,5.875,3.1133,5.0054,2.185621
流纹质,224.277,10.3771,6.6599,5.2301,3.1927,9.1703,2.569372
流纹质,213.017,9.8913,1.9536,4.8587,2.9077,11.3799,2.312015
流纹质,161.12,14.3032,0.8887,4.3288,3.1953,9.7804,2.305634
流纹质,120.525,24.1635,5.9416,4.4388,2.7755,8.9194,2.227924
流纹质,186.331,17.6544,1.3383,5.4549,2.8777,13.2204,2.352901
流纹质,164.726,25.778,2.8542,5.4239,2.9737,6.0006,2.437397
流纹质,184.709,8.9171,1.1317,5.3938,2.9677,8.0733,2.341043
流纹质,177.639,10.2209,0.9818,5.3159,2.8566,9.1912,2.337468
流纹质,140.166,19.9275,5.8708,4.5878,2.78,6.4438,2.503726
流纹质,202.532,9.3711,1.0824,5.6526,2.8951,8.7887,2.422388
流纹质,239.793,14.8742,2.5736,4.3477,2.9457,9.1831,2.496651
流纹质,158.949,16.9229,6.3698,4.708,3.2233,9.4439,2.383598
流纹质,167.206,8.036,2.7331,4.6827,2.9646,8.3909,2.380025
流纹质,251.837,23.1601,6.5014,4.7121,3.0062,5.5106,2.294187
流纹质,232.274,10.6339,4.8902,4.6768,3.2017,9.7426,2.225815
流纹质,140.029,17.3871,1.3322,4.1615,2.929,13.6861,2.629537
流纹质,195.903,8.8538,3.4869,6.2778,2.8603,5.9123,2.662324
流纹质,111.528,11.1679,2.6587,5.4288,3.2184,10.1094,2.173654
流纹质,226.061,10.412,2.333,6.3854,3.0556,9.0564,2.601894
流纹质,113.887,12.3991,4.8936,6.0692,3.3261,12.6745,2.4206
流纹质,171.757,25.4423,5.5918,5.8066,3.0989,10.6374,2.559691
流纹质,213.724,22.837,5.0036,5.2834,2.9931,7.8931,2.609015
流纹质,185.502,12.8699,7.0509,4.3422,3.2009,8.5058,2.383032
流纹质,130.408,11.7707,4.3564,4.1687,3.3089,8.4766,2.518755
流纹质,181.537,18.9718,2.0625,4.2927,3.3962,8.5496,2.319958
流纹质,246.716,18.5138,3.3365,4.7865,3.2131,12.4553,2.393527
流纹质,143.766,23.2345,6.2211,6.0781,2.7565,11.6389,2.180972
流纹质,138.697,20.1969,3.1329,5.2853,3.3353,7.5493,2.470184
流纹质,200.746,16.8752,6.0084,4.426,2.8027,10.0759,2.283673
流纹质,209.789,19.9514,2.1098,5.5492,2.7866,9.6974,2.574756
流纹质,268.517,16.9645,4.5237,5.2834,2.7056,11.8109,2.639984
流纹质,190.768,16.0745,4.8209,4.2838,3.2082,13.2475,2.23185
流纹质,138.739,11.5951,4.6014,4.6622,3.0367,7.1072,2.215707
流纹质,176.749,15.4496,2.0678,4.6443,3.3402,9.7766,2.388667
流纹质,179.756,8.1949,2.3163,5.8001,3.383,12.7589,2.608841
流纹质,109.838,18.7048,3.3071,4.8444,3.2797,12.5333,2.305628
流纹质,136.435,21.2073,5.1835,5.9688,2.9635,7.9108,2.607118
流纹质,121.383,20.2363,7.3603,4.4614,3.1628,13.3284,2.49286
流纹质,161.448,14.005,0.9605,5.0023,2.7501,12.4568,2.334484
流纹质,139.221,21.7501,4.3233,4.9328,2.7605,7.4542,2.236292
流纹质,225.07,16.1792,6.8552,4.2473,2.9868,11.1499,2.184201
流纹质,152.114,22.4718,3.2676,5.4434,3.1217,13.8533,2.383235
流纹质,245.692,9.6502,7.0363,5.8733,2.9316,8.604,2.316993
流纹质,262.969,8.8607,1.2508,5.0767,3.1386,11.3928,2.290747
流纹质,207.529,20.1319,1.8206,4.1175,2.968,9.8775,2.416035
流纹质,129.097,15.5322,5.2861,4.8725,2.7086,12.1211,2.188939
流纹质,187.877,15.5723,4.0045,6.4247,3.053,8.2826,2.58574
流纹质,168.897,22.9966,7.3554,4.6416,3.2469,8.439,2.40962
流纹质,190.033,21.384,6.3551,4.8355,3.0023,12.4197,2.182696
流纹质,202.6,15.5878,6.5269,4.1952,3.0725,9.2703,2.546369
流纹质,110.896,21.2501,2.3319,4.2032,2.7152,5.1287,2.595754
流纹质,212.015,10.4539,3.1796,4.0412,2.9433,10.4824,2.640104
流纹质,130.716,24.7945,7.2842,4.5966,3.2709,9.1523,2.651518
流纹质,249.21,8.3206,3.9658,4.294,3.2003,14.0036,2.242892
流纹质,277.462,20.0582,3.3747,5.2873,2.9838,12.0509,2.516585
流纹质,120.783,9.7222,3.9318,4.3567,2.9693,14.7487,2.19706
流纹质,183.862,10.5981,5.6581,4.0591,3.3132,11.9973,2.231962
流纹质,230.862,22.7018,5.4466,4.6411,2.806,8.9555,2.325727
流纹质,115.248,16.6084,1.4455,4.7772,2.8245,13.7954,2.614838
流纹质,115.538,12.449,4.0199,6.1582,3.001,7.341,2.246398
流纹质,224.757,18.0777,4.047,4.3718,3.0561,8.534,2.403175
流纹质,204.923,11.156,3.0822,6.0545,2.9908,6.9958,2.202888
流纹质,150.305,20.0053,6.5755,5.8498,3.2576,9.5156,2.563817
流纹质,160.372,18.4513,0.938,5.4863,3.2688,11.5109,2.288288
流纹质,176.228,23.7112,2.1006,4.1809,2.9348,14.2659,2.243369
流纹质,162.218,10.3063,6.5131,4.3665,3.1674,5.448,2.530267
流纹质,148.51,11.5778,6.2241,4.5963,3.2945,6.5054,2.353733
流纹质,110.078,18.999,6.266,5.2159,2.7088,14.1345,2.275445
流纹质,129.51,25.6242,6.3153,6.227,3.3086,6.6945,2.65252
流纹质,161.496,9.1199,1.0546,4.5318,3.2709,14.6733,2.265945
流纹质,106.111,11.2831,7.844,5.5697,3.2894,12.7978,2.490028
流纹质,160.257,20.7836,6.4105,5.1135,3.1023,11.8412,2.169457
流纹质,210.07,22.5469,3.2357,5.8724,2.8935,10.9488,2.196677
流纹质,185.623,11.5891,1.4524,4.9047,3.0673,11.5632,2.265725
流纹质,171.487,16.8174,6.1132,4.9813,3.0737,10.9501,2.258465
流纹质,232.77,8.957,7.7267,5.4946,2.8547,11.8569,2.534705
流纹质,126.018,16.9878,3.3373,5.2838,3.1329,12.3806,2.522455
流纹质,245.306,20.2715,4.9069,5.1814,3.045,9.0328,2.209316
流纹质,223.49,12.5591,2.6035,4.5558,2.7071,8.992,2.39148
流纹质,200.362,8.2391,7.8843,4.869,2.7484,7.8769,2.243535
流纹质,154.893,9.8019,7.6843,4.0452,2.716,5.2357,2.645668
流纹质,171.354,11.2956,3.3644,4.4164,3.0496,13.7441,2.495631
流纹质,228.313,14.8853,6.0568,4.2676,2.9042,6.7725,2.174763
流纹质,139.02,8.9111,2.9409,6.1161,2.7947,5.4336,2.543211
流纹质,193.566,25.9777,2.3086,4.1843,2.9805,10.7385,2.641505
流纹质,141.256,24.1162,6.783,4.4237,2.8559,7.3514,2.170956
流纹质,147.244,8.2109,4.1317,5.8065,2.9159,7.7901,2.432945
流纹质,163.299,20.3281,7.1882,6.196,3.0579,10.3477,2.433778
流纹质,149.755,8.2705,3.3801,6.1117,2.8967,12.7397,2.516814
流纹质,220.605,14.4445,7.8109,5.9766,2.7554,9.7497,2.544124
流纹质,158.49,17.6578,5.415,5.3744,3.1829,7.5496,2.399876
流纹质,198.605,11.0923,7.5068,4.3399,3.1915,9.4354,2.19982
流纹质,125.921,15.4171,4.9111,6.0123,3.3118,13.3419,2.380767
流纹质,203.149,18.3284,7.5955,4.9312,2.7081,14.38,2.595603
流纹质,140.475,16.1395,7.5408,4.6556,2.7485,13.6705,2.54821
流纹质,264.608,20.4607,3.8536,4.225,3.3885,10.0204,2.487502
流纹质,183.854,9.9398,7.7097,4.3458,2.7898,8.4982,2.669609
流纹质,212.722,24.2467,3.0187,4.8787,3.2887,8.3107,2.61498
流纹质,121.46,10.734,6.6867,4.828,2.9877,5.7885,2.641141
流纹质,244.124,19.8022,2.6413,4.0423,2.8883,14.0901,2.260001
流纹质,166.362,21.4056,3.2228,5.7525,2.7748,14.0002,2.181322
流纹质,105.528,8.438,1.6834,6.3622,2.8186,14.4821,2.191957
流纹质,224.955,13.058,3.4623,5.0559,3.0666,11.4308,2.581841
流纹质,235.539,17.3471,5.1495,5.938,3.2052,14.4194,2.371069
流纹质,240.542,17.4809,7.076,5.8173,3.0591,6.538,2.633547
流纹质,194.989,24.6663,7.4437,4.5361,3.1229,5.8929,2.335807
流纹质,175.747,22.2792,5.9958,5.1282,3.359,8.464,2.628179
流纹质,173.275,10.5478,3.724,5.5146,3.0669,13.1061,2.256876
流纹质,178.618,20.7708,5.6653,5.5824,3.3285,14.936,2.366715
流纹质,181.86,8.0165,3.3491,6.3789,3.3462,13.4546,2.369647
流纹质,159.374,22.7182,4.7706,5.924,3.274,12.8459,2.578851
流纹质,230.113,23.6728,4.9251,5.5627,3.0195,12.6299,2.448783
流纹质,139.295,14.902,2.423,4.6912,3.3227,13.6455,2.383067
流纹质,248.59,22.0764,4.8201,4.0549,3.3629,8.6935,2.271653
流纹质,164.685,14.344,4.4835,5.8308,2.7325,12.4686,2.521365
流纹质,114.131,8.4715,7.1499,5.8247,2.968,9.4509,2.552311
流纹质,222.349,22.1369,1.892,5.0351,3.2729,5.0899,2.567771
流纹质,189.354,15.1349,6.5615,5.1386,3.2268,8.1164,2.299063
流纹质,269.561,18.6605,6.0363,6.4491,3.3195,6.9991,2.474245
流纹质,267.965,22.3623,6.0465,5.1407,2.8939,9.7717,2.487747
流纹质,216.318,11.7208,6.0125,6.3823,3.2106,13.2716,2.667389
流纹质,123.786,21.029,3.8675,4.1232,2.7627,9.5027,2.492303
流纹质,279.267,20.9488,4.0625,5.145,3.0212,11.6747,2.43858
流纹质,163.125,9.6647,1.77,6.1127,3.0781,8.1991,2.231098
流纹质,266.824,17.8612,4.8551,5.299,3.266,5.7876,2.212556
流纹质,243.123,9.5431,3.588,4.9056,3.2995,11.7405,2.545396
流纹质,169.022,14.1306,2.6149,6.293,3.2606,5.0033,2.673307
流纹质,192.174,17.3722,5.5719,4.9923,3.2452,13.784,2.644241
流纹质,260.53,11.1461,1.9108,4.0155,3.1585,8.678,2.223382
流纹质,118.688,17.6491,5.8954,4.1363,3.3197,12.9792,2.343516
流纹质,235.552,13.1471,3.0408,4.9795,3.1898,5.648,2.667865
流纹质,124.292,8.703,6.6999,6.2221,2.8844,11.7534,2.238312
流纹质,180.704,24.2433,4.8622,5.1925,3.0872,7.1618,2.367652
流纹质,266.977,16.258,7.2134,4.3765,2.7535,7.9148,2.235318
流纹质,223.217,14.0831,7.1813,4.4622,3.2887,13.4008,2.54907
流纹质,112.42,22.3292,7.2412,5.8007,3.1214,14.9374,2.378077
流纹质,118.386,22.1214,1.7422,4.1439,3.1819,10.9919,2.573425
流纹质,249.878,23.308,7.5149,5.0975,3.3908,7.8535,2.62316
流纹质,278.89,16.5744,6.0965,5.0673,3.3993,6.464,2.358764
流纹质,204.645,10.0361,5.8633,4.4049,2.7088,7.9074,2.41921
流纹质,269.031,23.7476,5.3582,4.7938,3.0414,12.2146,2.533366
流纹质,249.752,20.282,3.7457,4.3784,3.3202,12.7696,2.414429
流纹质,219.566,8.9403,7.4883,5.2342,3.3277,8.3862,2.341098
流纹质,133.323,25.8244,3.6994,6.2535,3.2235,13.5268,2.521281
流纹质,152.412,8.0749,7.3345,6.2298,2.8333,13.6583,2.608791
流纹质,149.378,21.2751,3.9176,5.8639,3.0056,8.8903,2.330197
流纹质,121.158,17.1543,1.8688,5.6779,3.3475,10.2446,2.218927
流纹质,235.998,24.9606,5.8627,4.5462,3.3955,6.3077,2.471201
流纹质,261.749,25.964,0.8044,5.6728,2.79,6.8189,2.2891
流纹质,193.511,20.9634,7.7367,6.4621,3.3739,8.1936,2.218101
流纹质,137.832,20.9119,3.6954,4.6202,2.7924,7.6087,2.218008
流纹质,240.607,25.2522,0.8223,5.6297,2.8791,14.0907,2.348795
流纹质,257.255,12.5255,6.1787,5.323,3.0882,5.4165,2.226825
流纹质,169.115,23.2628,4.3683,6.1937,3.3949,7.2608,2.192417
流纹质,233.991,20.9501,4.5916,4.4598,3.0411,7.334,2.246844
流纹质,154.462,21.7893,1.2057,4.4216,3.2863,14.5322,2.241441
流纹质,146.73,15.3436,4.2546,5.3895,3.3211,8.4787,2.151438
流纹质,176.477,9.9437,5.9915,4.7698,3.2263,6.2736,2.449132
流纹质,200.473,22.303,7.9505,4.2404,3.1565,13.1071,2.281187
流纹质,198.237,10.303,3.0683,5.4409,2.8209,9.1953,2.467769
流纹质,131.459,9.9308,1.2282,4.5798,2.8775,10.8371,2.293283
流纹质,273.463,19.6062,3.8599,4.5509,3.0343,9.9005,2.503175
流纹质,189.608,23.538,6.8226,4.8662,3.234,12.5458,2.239327
流纹质,154.335,12.4198,3.3204,5.0706,2.8002,10.2494,2.162919
流纹质,240.299,22.2232,1.8206,5.0754,3.2138,9.5484,2.364707
流纹质,115.423,8.2556,4.337,4.3631,3.3379,10.6521,2.232245
流纹质,144.44,14.8867,6.1986,4.2066,3.3178,10.3434,2.40844
流纹质,165.933,11.7831,3.857,4.6022,3.087,5.2483,2.372742
流纹质,259.932,12.5766,1.4372,4.8226,2.8333,6.1611,2.234421
流纹质,175.654,13.5491,4.3015,4.5672,2.8277,13.8848,2.655905
流纹质,228.859,21.9522,4.5377,5.5624,3.0337,13.288,2.652134
流纹质,245.509,11.2868,1.9079,5.6963,3.3021,7.7967,2.514057
流纹质,228.228,16.2513,3.8155,4.7554,3.1328,10.7897,2.425003
流纹质,142.632,13.665,3.8507,5.1982,3.2429,5.007,2.166409
流纹质,272.745,12.3346,5.4837,5.436,2.9341,9.7795,2.35986
流纹质,230.656,12.6871,6.3347,5.8014,2.984,10.3331,2.418674
流纹质,232.395,10.2768,3.924,5.8863,2.7846,7.9774,2.182941
流纹质,197.943,8.3236,5.4381,4.2427,2.7539,9.79,2.189778
流纹质,157.121,13.4342,1.4631,4.2375,2.8527,5.7163,2.468112
流纹质,167.502,9.7105,4.0265,4.4081,2.727,8.7613,2.632715
流纹质,200.001,17.7193,1.7634,4.0473,2.7653,7.2327,2.361871
流纹质,251.984,24.535,2.0275,5.6469,3.0631,5.2856,2.266563
流纹质,153.102,21.4294,2.4735,5.2338,2.7073,9.2956,2.290472
流纹质,231.57,13.8181,1.0459,6.0432,3.3885,5.8255,2.284583
流纹质,202.457,18.7698,5.8342,5.0897,2.7245,9.5378,2.610045
流纹质,266.197,13.6094,2.4651,5.9799,2.8649,6.777,2.362633
流纹质,112.032,9.9599,5.8517,4.3155,2.8359,9.0504,2.541892
流纹质,264.35,25.5072,3.1097,5.5711,2.8495,13.3674,2.509637
流纹质,142.699,13.833,6.0149,5.5708,3.0989,9.6562,2.427731
流纹质,263.893,9.0064,3.6755,4.8932,3.322,11.6366,2.309616
流纹质,117.123,18.3859,2.5661,4.9326,2.7788,12.4339,2.271566
流纹质,134.123,13.488,6.9663,4.7939,2.938,6.3028,2.660123
流纹质,239.58,25.0854,1.3591,4.3501,2.9334,12.2581,2.169548
流纹质,208.855,23.3363,4.3759,4.3721,2.9751,12.0719,2.637236
流纹质,110.887,17.936,6.1157,4.2392,2.7792,14.0145,2.553017
流纹质,141.313,24.0872,1.7543,6.0413,3.1829,14.4648,2.406886
流纹质,151.397,22.2339,2.2283,4.8618,3.2525,12.4501,2.395809
流纹质,271.659,25.5513,2.5283,4.253,3.0402,11.2487,2.45243
流纹质,240.049,13.7907,4.1174,4.6071,3.1265,7.7805,2.171309
流纹质,151.911,25.5343,6.7557,4.5999,2.7591,8.9017,2.168634
流纹质,121.246,24.9003,5.5313,5.7115,3.0121,8.8048,2.263546
流纹质,164.372,9.1734,6.2223,5.9153,3.3734,10.4033,2.179813
流纹质,247.735,22.938,3.707,6.0358,3.1338,9.1739,2.357709
流纹质,112.977,13.055,1.3185,5.8674,2.8815,13.8023,2.216431
流纹质,179.677,23.4611,4.0224,5.3181,3.1844,8.5892,2.293434
流纹质,223.231,13.9996,3.8959,5.1129,2.869,5.4177,2.218919
流纹质,185.391,19.8133,7.9261,5.7451,2.84,12.1848,2.587409
流纹质,234.879,24.4251,1.2215,5.0851,3.032,14.0327,2.213587
流纹质,141.581,20.5562,6.2729,5.4969,3.1944,12.1995,2.527313
流纹质,126.61,22.0586,4.6083,4.0938,2.71,6.8547,2.346443
流纹质,154.187,14.4116,3.5018,6.446,3.2,14.7165,2.530319
流纹质,248.077,22.6525,5.56,5.7715,2.8562,12.9197,2.266478
流纹质,118.425,10.6288,1.336,5.763,3.1827,9.4777,2.309372
流纹质,132.824,21.4588,6.2977,4.5103,2.8733,9.1802,2.274295
流纹质,126.58,14.693,2.0396,5.2701,2.7769,5.8059,2.473587
流纹质,238.748,17.4046,2.1885,5.8963,3.0884,14.3581,2.208651
流纹质,138.785,23.2977,5.5505,4.3731,3.0068,8.3796,2.621197
流纹质,145.458,11.2798,1.7763,5.7128,3.3883,7.962,2.174608
流纹质,260.768,16.6892,7.4288,5.4848,3.1715,14.1071,2.401796
流纹质,244.849,23.5513,1.3653,6.3111,2.8493,10.4556,2.170742
流纹质,107.067,14.5414,6.6251,6.0215,3.1483,12.3774,2.644767
流纹质,162.591,17.9724,3.3964,5.4158,2.9841,10.1906,2.205415
流纹质,218.069,21.5385,4.3033,4.4704,3.0904,10.4027,2.342913
流纹质,147.163,21.9289,4.5893,5.7515,2.7353,12.3223,2.504439
流纹质,209.975,9.283,3.0339,5.3852,2.8628,6.8826,2.196902
流纹质,189.119,16.3105,3.699,5.329,2.9402,7.3404,2.585223
流纹质,184.207,21.3318,7.3331,6.1769,3.3149,9.1522,2.471005
流纹质,263.561,21.5492,7.1025,5.0785,3.105,11.1924,2.550846
流纹质,196.856,15.0768,5.2946,4.7235,3.0126,12.6724,2.46719
流纹质,227.899,12.6419,7.0252,6.1022,3.3491,7.902,2.559209
流纹质,226.676,11.2375,5.6507,4.3463,3.0421,10.1161,2.392592
流纹质,273.061,25.4613,5.0726,6.1223,3.2632,11.6503,2.578096
